DeliveryDate,DeliveryHour,DeliveryInterval,SettlementPointName,SettlementPointType,SettlementPointPrice,DSTFlag
03/29/2024,1,4,WCPP_ST1,PCCRN,2.91,N
03/29/2024,1,4,WEBBER_WS_T1,RN,3.8,N
03/29/2024,1,4,WEC_WECG1,RN,-5.04,N
03/29/2024,1,4,WES_ALL,RN,4.84,N
03/29/2024,1,4,WFCOGEN_13,PCCRN,-4.82,N
03/29/2024,1,4,WFCOGEN_24,PCCRN,-4.82,N
03/29/2024,1,4,WFCOGEN_CC1,LCCRN,-4.82,N
03/29/2024,1,4,WFTANK_ESS1,RN,-10.18,N
03/29/2024,1,4,WGU_RN,RN,4.72,N
03/29/2024,1,4,WHCCS2_4,PCCRN,2.88,N
03/29/2024,1,4,WHCCS2_5_6,PCCRN,2.88,N
03/29/2024,1,4,WHCCS2_CC2,LCCRN,2.88,N
03/29/2024,1,4,WHCCS_CC1,LCCRN,2.88,N
03/29/2024,1,4,WHCCS_CT1_ST,PCCRN,2.88,N
03/29/2024,1,4,WHCCS_CT2,PCCRN,2.88,N
03/29/2024,1,4,WHITE_PT_UN1,RN,-3.4,N
03/29/2024,1,4,WHMESA_U1,RN,-31.63,N
03/29/2024,1,4,WHTTAIL_WR1,RN,1.24,N
03/29/2024,1,4,WH_WIND_ALL,RN,-5.57,N
03/29/2024,1,4,WILDWIND_ALL,RN,2.92,N
03/29/2024,1,4,WIPOPA_1_2,RN,4.55,N
03/29/2024,1,4,WIPOPA_3_4,RN,4.55,N
03/29/2024,1,4,WIR_WIRTZ_G1,RN,7.21,N
03/29/2024,1,4,WIR_WIRTZ_G2,RN,7.21,N
03/29/2024,1,4,WLTC_ESR_RN,RN,-7.33,N
03/29/2024,1,4,WL_RANCH_RN,RN,-6.03,N
03/29/2024,1,4,WNDTS2_UNIT1,RN,-3.35,N
03/29/2024,1,4,WND_WHITNEY,RN,2.78,N
03/29/2024,1,4,WOODWRD1_RN,RN,11.4,N
03/29/2024,1,4,WOODWRD2_RN,RN,11.4,N
03/29/2024,1,4,WOV_BESS_RN,RN,13.31,N
03/29/2024,1,4,WRSBES_BESS1,RN,13.08,N
03/29/2024,1,4,W_HRL_ESR_RN,RN,-9.84,N
03/29/2024,1,4,W_PECO_UNIT1,RN,13.19,N
03/29/2024,1,4,X443ESRN,RN,2.66,N
03/29/2024,1,4,YNG_WND_ALL,RN,-5.45,N
03/29/2024,1,4,ZIER_SLR_ALL,RN,6.31,N
